date,month,inflation_yoy_ma,inflation_yoy (food + home + oil + silver/gold),rentindex,rent,rent is based on https://www.apartmentguide.com/blog/apartment-guide-annual-rent-report/#national-trends applied to the rent index,minwage,us10y,mb,mb_per_capita,m1,m2,m3,us_population,us_gdp_per_capita,gdp,population,income,inflation,life,<-- Cost of Living US est.,nomadlist,remoteok,makebook,levelsio,coffee,copper,lumber,oil,gold,silver,home,food,bigmac,cpi,food_and_home,spx_live,spx,btc,eth,"_live vs non live is because sometimes GOOGLEFINANCE historical data goes #N/A and dies, so I cached it a bit_",nasdaq_live,nasdaq,tsla_live,tsla,dji,asia,china,singapore
1992-12-01,1992-12,#REF!,#REF!,148.50,799.31,,4.25,6.70,"361,900,000,000","1,400","1,028,400,000,000","3,423,100,000,000","3,424,700,000,000",258546000,,"6,680,803,000,000",,30636,0.6852916702,"23,993",,,,,,0.7755,1.0344,272.9,19.5,334.82,3.686,"$100,428.47",61,2.19,142.3,76.06965713,430.78,435.71,#N/A,,,653.95,653.95,,,3301.11,,,
1993-01-01,1993-01,#REF!,#REF!,148.90,801.46,,4.25,6.39,"360,600,000,000","1,393","1,030,900,000,000","3,415,500,000,000","3,419,100,000,000",258799000,,"7,013,738,000,000",,31241,0.4994395769,"23,992",,,,,,0.583,0.9895,303.5,20.26,329.01,3.66,"$100,188.19",61.3,2.28,142.8,75.88799435,#N/A,438.78,#N/A,,,#N/A,#N/A,,,3310,,,
1993-02-01,1993-02,#REF!,#REF!,149.10,802.54,,4.25,6.03,"359,500,000,000","1,388","1,034,700,000,000","3,415,700,000,000","3,414,500,000,000",259036000,,"7,013,738,000,000",,31241,0.1980753619,"24,035",,,,,,0.6408,0.9577,389.6,20.6,329.31,3.592,"$99,909.46",61.2,2.28,143.1,75.67692246,442.52,443.38,#N/A,,,701.77,701.77,,,3370.81,,,
1993-03-01,1993-03,#REF!,#REF!,149.10,802.54,,4.25,6.03,"362,700,000,000","1,399","1,040,400,000,000","3,409,700,000,000","3,411,700,000,000",259283000,,"7,013,738,000,000",,31241,0.1792609696,"24,177",,,,,,0.586,0.962,399,20.44,330.08,3.892,"$100,495.75",62.9,2.28,143.3,76.12202579,442.01,451.67,#N/A,,,669.51,669.51,,,3435.11,,,
1993-04-01,1993-04,#REF!,#REF!,149.70,805.77,,4.25,6.05,"368,800,000,000","1,421","1,047,200,000,000","3,411,100,000,000","3,411,300,000,000",259547000,,"7,013,738,000,000",,31241,0.8904847859,"24,276",,,,,,0.6406,0.8434,331.72,20.53,342.15,4.411,"$101,312.71",62.5,2.28,143.8,76.74015463,450.3,440.19,#N/A,,,686.64,686.64,,,3427.55,,,
1993-05-01,1993-05,#REF!,#REF!,150.00,807.38,,4.25,6.16,"370,800,000,000","1,427","1,073,000,000,000","3,445,500,000,000","3,436,900,000,000",259822000,,"7,013,738,000,000",,31241,0.04177207772,"24,235",,,,,,0.6355,0.7985,266,20.02,367.18,4.622,"$101,677.94",62,2.28,144.2,77.01625207,442.46,450.19,#N/A,,,666.71,666.71,,,3527.43,,,
1993-06-01,1993-06,#REF!,#REF!,150.40,809.53,,4.25,5.80,"375,800,000,000","1,445","1,077,600,000,000","3,438,200,000,000","3,442,400,000,000",260109000,,"7,013,738,000,000",,31241,-0.3772491736,"24,164",,,,,,0.6106,0.8636,251.7,18.85,371.89,4.581,"$102,446.85",61.5,2.28,144.3,77.59793178,453.83,450.53,#N/A,,,704.28,704.28,,,3516.08,,,
1993-07-01,1993-07,#REF!,#REF!,150.40,809.53,,4.25,5.83,"379,100,000,000","1,456","1,086,500,000,000","3,442,300,000,000","3,442,000,000,000",260411000,,"7,013,738,000,000",,31241,-0.06136558907,"24,196",,,,,,0.7655,0.883,282.5,17.88,392.19,5.408,"$102,446.85",61.9,2.28,144.5,77.59823458,449.02,448.13,#N/A,,,703.59,703.59,,,3539.47,,,
1993-08-01,1993-08,#REF!,#REF!,150.80,811.69,,4.25,5.45,"380,900,000,000","1,461","1,096,800,000,000","3,444,700,000,000","3,445,700,000,000",260717000,,"7,013,738,000,000",,31241,0.4376099471,"24,178",,,,,,0.7739,0.8592,296.38,18.29,378.84,4.876,"$102,927.41",60.5,2.28,144.8,77.96095454,450.15,463.56,#N/A,,,707.66,707.66,,,3651.25,,,
1993-09-01,1993-09,#REF!,#REF!,151.00,812.76,,4.25,5.40,"384,700,000,000","1,474","1,103,900,000,000","3,453,400,000,000","3,452,200,000,000",261015000,,"7,013,738,000,000",,31241,0.3342192868,"24,263",,,,,,0.745,0.749,314,18.79,355.28,4.082,"$103,081.19",60.9,2.28,145,78.07766746,463.15,458.93,#N/A,,,746.15,746.15,,,3555.12,,,
1993-10-01,1993-10,#REF!,#REF!,151.30,814.38,,4.25,5.43,"388,200,000,000","1,486","1,113,000,000,000","3,453,700,000,000","3,456,700,000,000",261294000,,"7,013,738,000,000",,31241,0.5343526315,"24,184",,,,,,0.793,0.7315,375.18,16.92,364.18,4.367,"$103,196.53",61.2,2.28,145.6,78.16520594,461.28,467.83,#N/A,,,763.23,763.23,,,3680.59,,,
1993-11-01,1993-11,#REF!,#REF!,151.50,815.45,,4.25,5.83,"392,000,000,000","1,499","1,124,700,000,000","3,469,600,000,000","3,470,100,000,000",261550000,,"7,013,738,000,000",,31241,0.3631111124,"24,227",,,,,,0.7707,0.7441,427.8,15.43,373.83,4.433,"$103,417.59",63,2.28,146,78.33390903,469.1,461.79,#N/A,,,783.77,783.77,,,3683.95,,,
1993-12-01,1993-12,#REF!,#REF!,151.90,817.61,,4.25,5.83,"398,600,000,000","1,523","1,131,900,000,000","3,474,600,000,000","3,474,500,000,000",261796000,,"7,013,738,000,000",,31241,1.034587212,"24,241",,,,,,0.7155,0.8323,466.92,14.17,383.3,5.111,"$103,590.59",64.3,2.28,146.3,78.46585261,461.89,466.45,#N/A,,,763.81,763.81,,,3754.09,,,
1994-01-01,1994-01,#REF!,#REF!,152.20,819.22,,4.25,5.70,"397,800,000,000","1,518","1,132,700,000,000","3,473,900,000,000","3,474,900,000,000",262021000,,"7,455,288,000,000",,32264,1.541819049,"24,362",,,,,,0.7235,0.868,383.5,15.19,386.88,5.135,"$103,523.31",64.5,2.3,146.3,78.41507364,465.44,481.61,#N/A,,,770.76,770.76,,,3978.36,,,
1994-02-01,1994-02,#REF!,#REF!,152.70,821.91,,4.25,6.15,"397,900,000,000","1,517","1,136,500,000,000","3,474,200,000,000","3,475,700,000,000",262237000,,"7,455,288,000,000",,32264,1.233646821,"24,331",,,,,,0.7604,0.8658,439.4,14.48,381.91,5.383,"$103,667.48",64.1,2.3,146.7,78.52390628,479.62,467.14,#N/A,,,797.24,797.24,,,3832.02,,,
1994-03-01,1994-03,#REF!,#REF!,153.20,824.60,,4.25,6.77,"400,800,000,000","1,527","1,141,500,000,000","3,477,500,000,000","3,480,100,000,000",262491000,,"7,455,288,000,000",,32264,1.350589026,"24,503",,,,,,0.822,0.8675,380.6,14.79,384.13,5.785,"$104,349.88",64.5,2.3,147.1,79.04077996,464.44,445.77,#N/A,,,788.64,788.64,,,3635.96,,,
1994-04-01,1994-04,#REF!,#REF!,153.30,825.14,,4.25,7.06,"406,900,000,000","1,549","1,137,900,000,000","3,480,100,000,000","3,481,300,000,000",262754000,,"7,455,288,000,000",,32264,1.718808868,"24,694",,,,,,0.8943,0.9147,347.3,16.9,377.27,5.374,"$104,878.51",63.7,2.3,147.2,79.44034269,#N/A,450.91,#N/A,,,#N/A,#N/A,,,3681.69,,,
1994-05-01,1994-05,#REF!,#REF!,153.40,825.68,,4.25,7.17,"407,100,000,000","1,548","1,142,300,000,000","3,486,800,000,000","3,490,800,000,000",263014000,,"7,455,288,000,000",,32264,3.992323356,"25,203",,,,,,1.26,1.0375,397.7,18.31,381.43,5.55,"$105,435.96",65.6,2.3,147.5,79.86376579,453.02,456.5,#N/A,,,740.68,740.68,,,3758.37,,,
1994-06-01,1994-06,#REF!,#REF!,153.50,826.22,,4.25,7.34,"411,600,000,000","1,563","1,145,300,000,000","3,480,700,000,000","3,479,500,000,000",263294000,,"7,455,288,000,000",,32264,6.103445768,"25,639",,,,,,1.9123,1.0803,343.52,19.37,385.64,5.416,"$106,012.64",65.2,2.3,147.9,80.30000475,457.63,444.27,#N/A,,,735.52,735.52,,,3624.96,,,
1994-07-01,1994-07,#REF!,#REF!,154.00,828.91,,4.25,7.12,"415,000,000,000","1,574","1,151,400,000,000","3,490,300,000,000","3,488,200,000,000",263580000,,"7,455,288,000,000",,32264,6.244145591,"25,707",,,,,,2.0275,1.114,340.5,20.3,385.49,5.332,"$106,108.75",63.9,2.3,148.4,80.37177509,446.2,458.26,#N/A,,,706.85,706.85,,,3764.5,,,
1994-08-01,1994-08,#REF!,#REF!,154.50,831.60,,4.25,7.19,"415,300,000,000","1,574","1,151,600,000,000","3,485,100,000,000","3,485,700,000,000",263871000,,"7,455,288,000,000",,32264,6.547365318,"25,761",,,,,,2.0987,1.159,344.68,17.56,380.36,5.498,"$106,416.31",66.2,2.3,149,80.60633643,461.01,475.49,#N/A,,,724.85,724.85,,,3913.42,,,
1994-09-01,1994-09,#REF!,#REF!,155.00,834.29,,4.25,7.62,"416,900,000,000","1,578","1,152,300,000,000","3,490,400,000,000","3,486,100,000,000",264159000,,"7,455,288,000,000",,32264,7.598362599,"26,106",,,,,,2.0885,1.1255,299.8,18.39,391.58,5.657,"$106,272.14",69.3,2.3,149.3,80.49954766,473.17,462.71,#N/A,,,758.95,758.95,,,3843.19,,,
1994-10-01,1994-10,#REF!,#REF!,155.10,834.83,,4.25,7.81,"418,700,000,000","1,583","1,148,100,000,000","3,482,700,000,000","3,484,300,000,000",264430000,,"7,455,288,000,000",,32264,7.686510668,"26,043",,,,,,1.874,1.226,339.2,18.19,389.77,5.262,"$106,368.26",69.9,2.3,149.4,80.57276386,461.74,472.35,#N/A,,,760.88,760.88,,,3908.12,,,
1994-11-01,1994-11,#REF!,#REF!,155.50,836.98,,4.25,7.91,"423,100,000,000","1,599","1,151,200,000,000","3,489,900,000,000","3,487,200,000,000",264681000,,"7,455,288,000,000",,32264,8.140342874,"26,200",,,,,,1.6007,1.3551,338,18.05,384.39,4.909,"$106,464.37",73.2,2.3,149.8,80.64801637,468.42,453.69,#N/A,,,772.19,772.19,,,3739.23,,,
1994-12-01,1994-12,#REF!,#REF!,155.70,838.06,,4.25,7.84,"428,500,000,000","1,617","1,149,300,000,000","3,486,100,000,000","3,486,400,000,000",264924000,,"7,455,288,000,000",,32264,8.094544869,"26,203",,,,,,1.6885,1.3895,320.56,17.76,379.29,4.908,"$106,156.81",73.1,2.3,150.1,80.41512042,448.92,459.27,#N/A,,,740.61,740.61,,,3834.44,,,
1995-01-01,1995-01,#REF!,#REF!,156.10,840.21,,4.25,7.60,"426,200,000,000","1,607","1,148,000,000,000","3,494,100,000,000","3,492,400,000,000",265157000,,"7,772,586,000,000",,34076,7.533624016,"26,197",,,,,,1.555,1.363,309.1,18.39,378.55,4.663,"$106,156.81",72.9,2.32,150.5,80.41496902,#N/A,470.42,#N/A,,,#N/A,#N/A,,,3843.86,,,
1995-02-01,1995-02,#REF!,#REF!,156.30,841.29,,4.25,7.22,"422,900,000,000","1,594","1,146,200,000,000","3,490,800,000,000","3,489,900,000,000",265383000,,"7,772,586,000,000",,34076,8.948845229,"26,509",,,,,,1.812,1.2886,309.98,18.49,376.64,4.555,"$106,627.76",74.4,2.32,150.9,80.77260957,470.4,487.39,#N/A,,,758.31,758.31,,,4011.05,,,
1995-03-01,1995-03,#REF!,#REF!,156.60,842.90,,4.25,7.20,"427,700,000,000","1,610","1,147,200,000,000","3,495,100,000,000","3,491,100,000,000",265625000,,"7,772,586,000,000",,34076,8.497687225,"26,585",,,,,,1.663,1.367,268.5,19.17,382.12,5.31,"$106,887.27",75.1,2.32,151.2,80.96958628,485.65,500.71,#N/A,,,791.87,791.87,,,4157.69,,,
1995-04-01,1995-04,#REF!,#REF!,157.00,845.06,,4.25,7.07,"433,500,000,000","1,630","1,149,800,000,000","3,502,500,000,000","3,499,200,000,000",265877000,,"7,772,586,000,000",,34076,8.084184355,"26,690",,,,,,1.7337,1.2751,266,20.38,391.03,5.771,"$107,348.61",74,2.32,151.8,81.31798397,501.85,514.71,#N/A,,,818.05,818.05,,,4321.27,,,
1995-05-01,1995-05,#REF!,#REF!,157.30,846.67,,4.25,6.30,"434,000,000,000","1,631","1,142,800,000,000","3,532,900,000,000","3,524,200,000,000",266134000,,"7,772,586,000,000",,34076,5.203630177,"26,514",,,,,,1.5385,1.31,241.4,18.89,385.22,5.31,"$107,752.28",74,2.32,152.1,81.62355866,514.26,533.4,#N/A,,,841.63,841.63,,,4465.14,,,
1995-06-01,1995-06,#REF!,#REF!,157.60,848.29,,4.25,6.21,"434,800,000,000","1,632","1,143,800,000,000","3,552,300,000,000","3,548,900,000,000",266414000,,"7,772,586,000,000",,34076,3.104702832,"26,435",,,,,,1.3034,1.3712,283.6,17.4,387.56,5.055,"$108,511.58",75.1,2.32,152.4,82.19917486,533.49,544.75,#N/A,,,868.82,868.82,,,4556.1,,,
1995-07-01,1995-07,#REF!,#REF!,158.00,850.44,,4.25,6.45,"435,900,000,000","1,634","1,146,200,000,000","3,577,300,000,000","3,567,400,000,000",266700000,,"7,772,586,000,000",,34076,4.857323956,"26,956",,,,,,1.457,1.353,255.7,17.56,386.23,5.052,"$109,011.36",79.5,2.32,152.6,82.58083475,543.87,562.06,#N/A,,,933.45,933.45,,,4708.47,,,
1995-08-01,1995-08,#REF!,#REF!,158.20,851.52,,4.25,6.28,"435,500,000,000","1,631","1,143,400,000,000","3,593,200,000,000","3,589,000,000,000",266998000,,"7,772,586,000,000",,34076,4.413667028,"26,898",,,,,,1.4728,1.3212,294.74,17.84,383.67,5.374,"$109,338.15",78,2.32,152.9,82.82707646,559.64,561.88,#N/A,,,991.11,991.11,,,4610.56,,,
1995-09-01,1995-09,#REF!,#REF!,158.50,853.13,,4.25,6.17,"436,300,000,000","1,632","1,140,000,000,000","3,606,100,000,000","3,602,100,000,000",267304000,,"7,772,586,000,000",,34076,2.500454741,"26,759",,,,,,1.1725,1.3165,274.1,17.54,383.06,5.485,"$109,261.26",78.3,2.32,153.1,82.76909849,563.84,584.41,#N/A,,,1019.47,1019.47,,,4789.08,,,
1995-10-01,1995-10,#REF!,#REF!,158.80,854.75,,4.25,6.03,"436,600,000,000","1,632","1,135,200,000,000","3,613,000,000,000","3,613,400,000,000",267585000,,"7,772,586,000,000",,34076,3.57303211,"26,974",,,,,,1.2155,1.2475,265.14,17.64,383.14,5.36,"$109,117.09",80.4,2.32,153.5,82.66155274,581.72,581.5,#N/A,,,1027.57,1027.57,,,4755.48,,,
1995-11-01,1995-11,#REF!,#REF!,159.20,856.90,,4.25,5.76,"439,100,000,000","1,639","1,133,800,000,000","3,624,000,000,000","3,619,900,000,000",267829000,,"7,772,586,000,000",,34076,2.738437446,"26,917",,,,,,1.0542,1.3017,273.8,18.18,385.31,5.201,"$109,184.37",79.8,2.32,153.7,82.71202892,584.22,605.37,#N/A,,,1040.5,1040.5,,,5074.49,,,
1995-12-01,1995-12,#REF!,#REF!,159.60,859.05,,4.25,5.58,"445,800,000,000","1,663","1,127,000,000,000","3,632,200,000,000","3,629,500,000,000",268047000,,"7,772,586,000,000",,34076,2.518642922,"26,863",,,,,,0.949,1.2166,291.18,19.55,387.44,5.198,"$109,318.93",78,2.32,153.9,82.81252709,606.98,615.93,#N/A,,,1055.31,1055.31,,,5117.12,,,
1996-01-01,1996-01,#REF!,#REF!,159.90,860.67,,4.25,5.60,"441,700,000,000","1,647","1,117,900,000,000","3,646,400,000,000","3,647,900,000,000",268258000,,"8,259,771,000,000",,35492,2.406083321,"26,827",,,,,,1.286,1.148,307.5,17.74,399.45,5.588,"$109,405.43",77,2.36,154.7,82.87724984,#N/A,636.02,#N/A,,,#N/A,#N/A,,,5395.3,,,
1996-02-01,1996-02,#REF!,#REF!,160.30,862.82,,4.25,6.13,"435,700,000,000","1,623","1,116,900,000,000","3,667,400,000,000","3,661,800,000,000",268480000,,"8,259,771,000,000",,35492,1.817945644,"26,990",,,,,,1.1628,1.1559,288.96,19.54,404.76,5.535,"$109,520.76",77.5,2.36,155,82.96493215,638.46,640.43,#N/A,,,1069.46,1069.46,,,5485.62,,,
1996-03-01,1996-03,#REF!,#REF!,160.60,864.43,,4.25,6.34,"440,500,000,000","1,639","1,123,200,000,000","3,689,300,000,000","3,687,000,000,000",268724000,,"8,259,771,000,000",,35492,2.749952247,"27,317",,,,,,1.1545,1.165,302.4,21.47,396.21,5.54,"$110,337.72",78.6,2.36,155.5,83.58419647,644.37,645.5,#N/A,,,1086.08,1086.08,,,5587.14,,,
1996-04-01,1996-04,#REF!,#REF!,160.90,866.05,,4.25,6.66,"443,400,000,000","1,648","1,118,600,000,000","3,691,900,000,000","3,697,800,000,000",268980000,,"8,259,771,000,000",,35492,3.337733679,"27,581",,,,,,1.2458,1.1955,346.84,21.2,392.85,5.33,"$110,856.73",80.8,2.36,156.1,83.97874792,653.34,654.17,#N/A,,,1106.69,1106.69,,,5569.08,,,
1996-05-01,1996-05,#REF!,#REF!,161.30,868.20,,4.25,6.85,"443,000,000,000","1,645","1,110,800,000,000","3,708,300,000,000","3,709,600,000,000",269247000,,"8,259,771,000,000",,35492,4.160070569,"27,617",,,,,,1.161,1.15,368,19.76,391.93,5.403,"$111,423.80",82.4,2.36,156.4,84.40922618,654.58,669.12,#N/A,,,1199.66,1199.66,,,5643.18,,,
1996-06-01,1996-06,#REF!,#REF!,161.80,870.89,,4.25,6.73,"446,400,000,000","1,656","1,113,000,000,000","3,720,900,000,000","3,722,500,000,000",269527000,,"8,259,771,000,000",,35492,4.619213876,"27,656",,,,,,1.2255,0.9069,315.54,20.92,385.27,5.024,"$111,913.98",80.5,2.36,156.7,84.7788499,667.68,670.63,#N/A,,,1238.73,1238.73,,,5654.63,,,
1996-07-01,1996-07,#REF!,#REF!,162.30,873.59,,4.25,6.80,"449,800,000,000","1,667","1,112,100,000,000","3,741,400,000,000","3,737,200,000,000",269822000,,"8,259,771,000,000",,35492,2.263718078,"27,566",,,,,,1.064,0.932,345.7,20.42,383.47,5.148,"$112,279.21",80.2,2.36,157,85.05509875,675.88,639.95,#N/A,,,1197.45,1197.45,,,5528.91,,,
1996-08-01,1996-08,#REF!,#REF!,162.50,874.66,,4.25,6.96,"450,900,000,000","1,669","1,098,600,000,000","3,745,400,000,000","3,744,100,000,000",270130000,,"8,259,771,000,000",,35492,3.272844399,"27,779",,,,,,1.2027,0.955,377.48,22.25,387.35,5.235,"$112,298.43",79.9,2.36,157.2,85.06942103,650.02,651.99,#N/A,,,1098.81,1098.81,,,5616.21,,,
1996-09-01,1996-09,#REF!,#REF!,162.90,876.81,,4.25,6.72,"452,000,000,000","1,671","1,091,800,000,000","3,758,200,000,000","3,753,500,000,000",270433000,,"8,259,771,000,000",,35492,3.291630381,"27,640",,,,,,1.0295,0.901,329.4,24.38,383.14,4.877,"$112,240.76",76.9,2.36,157.7,85.02349436,#N/A,687.33,#N/A,,,#N/A,#N/A,,,5882.17,,,
1996-10-01,1996-10,#REF!,#REF!,163.20,878.43,,4.75,6.37,"452,500,000,000","1,671","1,077,800,000,000","3,779,000,000,000","3,770,900,000,000",270730000,,"8,259,771,000,000",,35492,1.598931523,"27,405",,,,,,1.172,0.913,391.92,23.35,381.07,4.808,"$112,125.43",74.1,2.36,158.2,84.93407098,689.08,705.27,#N/A,,,1221.27,1221.27,,,6029.38,,,
1996-11-01,1996-11,#REF!,#REF!,163.60,880.58,,4.75,6.06,"457,000,000,000","1,686","1,078,100,000,000","3,797,800,000,000","3,790,000,000,000",271002000,,"8,259,771,000,000",,35492,1.429003581,"27,302",,,,,,1.0945,1.091,392.2,23.75,377.85,4.73,"$112,269.60",72.5,2.36,158.7,85.04199523,703.77,757.02,#N/A,,,1221.78,1221.78,,,6521.7,,,
1996-12-01,1996-12,#REF!,#REF!,163.90,882.20,,4.75,6.43,"465,000,000,000","1,714","1,070,700,000,000","3,820,100,000,000","3,810,400,000,000",271243000,,"8,259,771,000,000",,35492,2.179375615,"27,449",,,,,,1.169,1.0077,418.78,25.92,369,4.78,"$112,269.60",71.4,2.36,159.1,85.04116254,756.56,740.74,#N/A,,,1299.82,1299.82,,,6448.27,,,
1997-01-01,1997-01,#REF!,#REF!,164.30,884.35,,4.75,6.53,"462,500,000,000","1,704","1,075,800,000,000","3,836,800,000,000","3,824,600,000,000",271472000,,"8,765,907,000,000",,37005,2.09452894,"27,389",,,,,,1.394,1.0375,411.4,24.15,355.11,4.92,"$112,106.20",70.9,2.42,159.4,84.91709166,#N/A,786.16,#N/A,,,#N/A,#N/A,,,6813.09,,,
1997-02-01,1997-02,#REF!,#REF!,164.70,886.50,,4.75,6.56,"459,900,000,000","1,693","1,075,300,000,000","3,846,400,000,000","3,836,300,000,000",271703000,,"8,765,907,000,000",,37005,1.249471588,"27,328",,,,,,1.7956,1.1147,380.7,20.3,346.58,5.35,"$112,375.32",71,2.42,159.7,85.12088887,786.73,790.82,#N/A,,,1376.04,1376.04,,,6877.74,,,
1997-03-01,1997-03,#REF!,#REF!,165.10,888.66,,4.75,6.92,"462,300,000,000","1,700","1,063,600,000,000","3,865,800,000,000","3,851,200,000,000",271952000,,"8,765,907,000,000",,37005,1.174595531,"27,637",,,,,,1.9115,1.13,380.5,20.41,351.81,5.075,"$113,288.39",72.8,2.42,159.8,85.81343752,795.31,757.12,#N/A,,,1311.18,1311.18,,,6583.48,,,
1997-04-01,1997-04,#REF!,#REF!,165.60,891.35,,4.75,6.72,"465,500,000,000","1,710","1,055,500,000,000","3,875,200,000,000","3,867,200,000,000",272213000,,"8,765,907,000,000",,37005,1.025315139,"27,864",,,,,,2.1613,1.1158,396.86,20.21,344.47,4.684,"$113,740.12",73.4,2.42,159.9,86.15584741,759.64,801.34,#N/A,,,1216.93,1216.93,,,7009,,,
1997-05-01,1997-05,#REF!,#REF!,166.00,893.50,,4.75,6.67,"467,000,000,000","1,714","1,060,600,000,000","3,897,900,000,000","3,879,100,000,000",272482000,,"8,765,907,000,000",,37005,2.327548564,"28,260",,,,,,2.764,1.191,380.5,20.88,343.84,4.675,"$114,528.25",72.8,2.42,159.9,86.75200078,798.53,848.28,#N/A,,,1270.5,1270.5,,,7331,,,
1997-06-01,1997-06,#REF!,#REF!,166.50,896.19,,4.75,6.51,"469,800,000,000","1,722","1,062,100,000,000","3,910,600,000,000","3,895,800,000,000",272767000,,"8,765,907,000,000",,37005,-0.5483497941,"27,505",,,,,,1.764,1.1245,372.64,19.8,340.76,4.638,"$114,951.15",70.2,2.42,160.2,87.07016424,846.36,885.14,#N/A,,,1404.79,1404.79,,,7672.8,,,
1997-07-01,1997-07,#REF!,#REF!,166.90,898.34,,4.75,6.02,"473,100,000,000","1,732","1,060,600,000,000","3,924,600,000,000","3,913,800,000,000",273074000,,"8,765,907,000,000",,37005,-0.3456668548,"27,470",,,,,,1.845,1.089,343.7,20.14,324.1,4.49,"$115,229.88",68.4,2.42,160.4,87.27979785,891.03,954.31,#N/A,,,1438.25,1438.25,,,8222.6,,,
1997-08-01,1997-08,#REF!,#REF!,167.30,900.50,,4.75,6.34,"474,300,000,000","1,735","1,074,500,000,000","3,964,100,000,000","3,947,300,000,000",273395000,,"8,765,907,000,000",,37005,-0.692732436,"27,586",,,,,,1.8222,0.9926,346.94,19.61,324.01,4.671,"$115,633.55",69.8,2.42,160.8,87.58643232,947.14,899.47,#N/A,,,1594.33,1594.33,,,7622.4,,,
1997-09-01,1997-09,#REF!,#REF!,167.80,903.19,,5.15,6.12,"475,400,000,000","1,737","1,060,100,000,000","3,975,600,000,000","3,963,000,000,000",273703000,,"8,765,907,000,000",,37005,0.04434062024,"27,652",,,,,,1.625,0.97,296.6,21.18,322.82,5.232,"$115,441.32",70,2.42,161.2,87.44106728,#N/A,947.28,#N/A,,,#N/A,#N/A,,,7945.3,,,
1997-10-01,1997-10,#REF!,#REF!,168.20,905.34,,5.15,5.84,"477,700,000,000","1,744","1,058,700,000,000","3,994,300,000,000","3,982,100,000,000",273989000,,"8,765,907,000,000",,37005,0.7118015478,"27,600",,,,,,1.4865,0.9075,304.46,21.08,324.87,4.737,"$115,806.55",69.7,2.42,161.5,87.71731612,955.41,914.62,#N/A,,,1690.31,1690.31,,,7442.1,,,
1997-11-01,1997-11,#REF!,#REF!,168.60,907.50,,5.15,5.86,"484,600,000,000","1,767","1,066,400,000,000","4,017,300,000,000","4,004,600,000,000",274249000,,"8,765,907,000,000",,37005,0.9673212774,"27,566",,,,,,1.5624,0.8465,325,19.15,306.04,5.243,"$115,969.95",70.3,2.42,161.7,87.8414627,938.99,955.4,#N/A,,,1629.98,1629.98,,,7823.1,,,
1997-12-01,1997-12,#REF!,#REF!,169.00,909.65,,5.15,5.75,"493,100,000,000","1,796","1,071,400,000,000","4,039,800,000,000","4,022,800,000,000",274499000,,"8,765,907,000,000",,37005,-0.5086009023,"27,309",,,,,,1.6245,0.7786,294.18,17.64,288.74,5.977,"$116,008.39",68,2.42,161.8,87.86882037,974.77,970.43,#N/A,,,1630.72,1630.72,,,7908.3,,,
1998-01-01,1998-01,#REF!,#REF!,169.40,911.80,,5.15,5.53,"491,200,000,000","1,788","1,070,900,000,000","4,057,900,000,000","4,046,100,000,000",274732000,,"9,293,991,000,000",,38885,-0.2364834861,"27,325",,,,,,1.747,0.793,305.7,17.21,289.1,6.125,"$116,181.39",67.4,2.56,162,87.99932567,#N/A,980.28,#N/A,,,#N/A,#N/A,,,7906.5,,,
1998-02-01,1998-02,#REF!,#REF!,169.80,913.95,,5.15,5.62,"488,400,000,000","1,776","1,076,800,000,000","4,096,400,000,000","4,078,800,000,000",274943000,,"9,293,991,000,000",,38885,-0.4053023454,"27,217",,,,,,1.6288,0.768,305.12,15.44,297.49,6.47,"$116,988.74",67.6,2.56,162,88.61063402,1001.27,1049.34,#N/A,,,1652.89,1652.89,,,8545.72,,,
1998-03-01,1998-03,#REF!,#REF!,170.30,916.65,,5.15,5.67,"491,000,000,000","1,784","1,064,800,000,000","4,112,200,000,000","4,104,300,000,000",275175000,,"9,293,991,000,000",,38885,-1.504232755,"27,222",,,,,,1.4625,0.7985,319,15.61,295.94,6.467,"$117,824.93",67.4,2.56,162,89.2434712,1047.7,1101.75,#N/A,,,1758.67,1758.67,,,8799.81,,,
1998-04-01,1998-04,#REF!,#REF!,170.80,919.34,,5.15,5.68,"494,100,000,000","1,794","1,068,500,000,000","4,138,800,000,000","4,130,100,000,000",275434000,,"9,293,991,000,000",,38885,-2.480408741,"27,172",,,,,,1.3206,0.8348,308.6,15.39,308.29,6.222,"$118,651.50",66.8,2.56,162.2,89.86872332,1108.13,1111.75,#N/A,,,1847.65,1847.65,,,9063.37,,,
1998-05-01,1998-05,#REF!,#REF!,171.30,922.03,,5.15,5.56,"495,200,000,000","1,796","1,072,900,000,000","4,166,900,000,000","4,154,000,000,000",275700000,,"9,293,991,000,000",,38885,-3.676076056,"27,221",,,,,,1.325,0.775,272.4,15.2,299.1,5.085,"$119,535.74",66.4,2.56,162.6,90.53778253,1121.02,1090.82,#N/A,,,1873.44,1873.44,,,8899.95,,,
1998-06-01,1998-06,#REF!,#REF!,171.80,924.72,,5.15,5.44,"498,100,000,000","1,805","1,066,900,000,000","4,182,300,000,000","4,173,800,000,000",275976000,,"9,293,991,000,000",,38885,-1.999216735,"26,955",,,,,,1.1041,0.7371,293,14.18,292.32,5.529,"$120,689.09",64.2,2.56,162.8,91.4091931,1090.98,1133.84,#N/A,,,1748.8,1748.8,,,8952.02,,,
