date,month,inflation_yoy_ma,inflation_yoy (food + home + oil + silver/gold),rentindex,rent,rent is based on https://www.apartmentguide.com/blog/apartment-guide-annual-rent-report/#national-trends applied to the rent index,minwage,us10y,mb,mb_per_capita,m1,m2,m3,us_population,us_gdp_per_capita,gdp,population,income,inflation,life,<-- Cost of Living US est.,nomadlist,remoteok,makebook,levelsio,coffee,copper,lumber,oil,gold,silver,home,food,bigmac,cpi,food_and_home,spx_live,spx,btc,eth,"_live vs non live is because sometimes GOOGLEFINANCE historical data goes #N/A and dies, so I cached it a bit_",nasdaq_live,nasdaq,tsla_live,tsla,dji,asia,china,singapore
1950-01-01,1950-01,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"319,945,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,35,0.74,,,,23.51,,,17.05,,,,,,,,201.79,,,
1950-02-01,1950-02,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"319,945,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,35,0.74,,,,23.61,,,17.22,,,,,,,,203.44,,,
1950-03-01,1950-03,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"319,945,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,35,0.74,,,,23.64,,,17.29,,,,,,,,206.05,,,
1950-04-01,1950-04,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"319,945,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,35,0.74,,,,23.65,,,18.07,#N/A,,,,,,,214.33,,,
1950-05-01,1950-05,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"319,945,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,35,0.74,,,,23.77,,,18.78,#N/A,,,,,,,223.42,,,
1950-06-01,1950-06,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"319,945,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,35,0.74,,,,23.88,,,17.69,#N/A,,,,,,,209.11,,,
1950-07-01,1950-07,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"319,945,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,35,0.74,,,,24.07,,,17.84,#N/A,,,,,,,209.4,,,
1950-08-01,1950-08,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"319,945,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,35,0.74,,,,24.2,,,18.42,#N/A,,,,,,,216.87,,,
1950-09-01,1950-09,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"319,945,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,35,0.74,,,,24.34,,,19.45,#N/A,,,,,,,226.36,,,
1950-10-01,1950-10,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"319,945,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,35,0.74,,,,24.5,,,19.53,#N/A,,,,,,,225.01,,,
1950-11-01,1950-11,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"319,945,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,35,0.74,,,,24.6,,,19.51,#N/A,,,,,,,227.6,,,
1950-12-01,1950-12,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"319,945,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,35,0.74,,,,24.98,,,20.41,#N/A,,,,,,,235.41,,,
1951-01-01,1951-01,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"356,178,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,35,0.89,,,,25.38,,,21.66,#N/A,,,,,,,248.83,,,
1951-02-01,1951-02,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"356,178,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,35,0.89,,,,25.83,,,21.8,#N/A,,,,,,,252.05,,,
1951-03-01,1951-03,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"356,178,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,35,0.89,,,,25.88,,,21.4,#N/A,,,,,,,247.94,,,
1951-04-01,1951-04,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"356,178,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,35,0.89,,,,25.92,,,22.43,#N/A,,,,,,,259.13,,,
1951-05-01,1951-05,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"356,178,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,35,0.89,,,,25.99,,,21.52,#N/A,,,,,,,249.65,,,
1951-06-01,1951-06,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"356,178,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,35,0.89,,,,25.93,,,20.96,#N/A,,,,,,,242.64,,,
1951-07-01,1951-07,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"356,178,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,35,0.89,,,,25.91,,,22.4,#N/A,,,,,,,257.86,,,
1951-08-01,1951-08,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"356,178,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,35,0.89,,,,25.86,,,23.28,#N/A,,,,,,,270.25,,,
1951-09-01,1951-09,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"356,178,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,35,0.89,,,,26.03,,,23.26,#N/A,,,,,,,271.16,,,
1951-10-01,1951-10,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"356,178,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,35,0.89,,,,26.16,,,22.94,#N/A,,,,,,,262.35,,,
1951-11-01,1951-11,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"356,178,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,35,0.89,,,,26.32,,,22.88,#N/A,,,,,,,261.27,,,
1951-12-01,1951-12,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"356,178,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,35,0.89,,,,26.47,,,23.77,#N/A,,,,,,,269.23,,,
1952-01-01,1952-01,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"380,812,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,34.69,0.85,,,,26.45,,,24.14,#N/A,,,,,,,270.69,,,
1952-02-01,1952-02,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"380,812,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,34.69,0.85,,,,26.41,,,23.26,#N/A,,,,,,,260.08,,,
1952-03-01,1952-03,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"380,812,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,34.69,0.85,,,,26.39,,,24.37,#N/A,,,,,,,269.46,,,
1952-04-01,1952-04,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"380,812,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,34.69,0.85,,,,26.46,,,23.32,#N/A,,,,,,,257.63,,,
1952-05-01,1952-05,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"380,812,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,34.69,0.85,,,,26.47,,,23.86,#N/A,,,,,,,262.94,,,
1952-06-01,1952-06,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"380,812,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,34.69,0.85,,,,26.53,,,24.96,#N/A,,,,,,,274.26,,,
1952-07-01,1952-07,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"380,812,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,34.69,0.85,,,,26.68,,,25.4,#N/A,,,,,,,279.56,,,
1952-08-01,1952-08,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"380,812,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,34.69,0.85,,,,26.69,,,25.03,#N/A,,,,,,,275.04,,,
1952-09-01,1952-09,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"380,812,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,34.69,0.85,,,,26.63,,,24.54,#N/A,,,,,,,270.61,,,
1952-10-01,1952-10,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"380,812,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,34.69,0.85,,,,26.69,,,24.52,#N/A,,,,,,,269.23,,,
1952-11-01,1952-11,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"380,812,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,34.69,0.85,,,,26.69,,,25.66,#N/A,,,,,,,283.66,,,
1952-12-01,1952-12,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"380,812,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,34.69,0.85,,,,26.71,,,26.57,#N/A,,,,,,,291.9,,,
1953-01-01,1953-01,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"385,970,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,35,0.85,"$18,080.26",,,26.64,,,26.38,#N/A,,,,,,,289.77,,,
1953-02-01,1953-02,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"385,970,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,35,0.85,"$18,080.26",,,26.59,,,25.9,#N/A,,,,,,,284.27,,,
1953-03-01,1953-03,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"385,970,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,35,0.85,"$18,080.26",,,26.63,,,25.29,#N/A,,,,,,,279.87,,,
1953-04-01,1953-04,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"385,970,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,35,0.85,"$18,122.25",,,26.69,,,24.62,#N/A,,,,,,,274.75,,,
1953-05-01,1953-05,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"385,970,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.57,35,0.85,"$18,143.25",,,26.7,,,24.54,#N/A,,,,,,,272.28,,,
1953-06-01,1953-06,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"385,970,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35,0.85,"$18,143.25",,,26.77,,,24.14,#N/A,,,,,,,268.26,,,
1953-07-01,1953-07,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"385,970,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35,0.85,"$18,185.25",,,26.79,,,24.75,#N/A,,,,,,,275.38,,,
1953-08-01,1953-08,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"385,970,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35,0.85,"$18,206.25",,,26.85,,,23.32,#N/A,,,,,,,261.22,,,
1953-09-01,1953-09,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"385,970,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35,0.85,"$18,227.25",,,26.89,,,23.35,#N/A,,,,,,,264.04,,,
1953-10-01,1953-10,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"385,970,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35,0.85,"$18,227.25",,,26.95,,,24.54,#N/A,,,,,,,275.81,,,
1953-11-01,1953-11,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"385,970,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35,0.85,"$18,206.25",,,26.85,,,24.76,#N/A,,,,,,,281.37,,,
1953-12-01,1953-12,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"385,970,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35,0.85,"$18,206.25",,,26.87,,,24.81,#N/A,,,,,,,280.9,,,
1954-01-01,1954-01,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"399,734,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.85,"$18,206.25",,,26.94,,,26.08,#N/A,,,,,,,292.39,,,
1954-02-01,1954-02,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"399,734,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.85,"$18,227.25",,,26.99,,,26.15,#N/A,,,,,,,294.54,,,
1954-03-01,1954-03,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"399,734,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.85,"$18,227.25",,,26.93,,,26.94,#N/A,,,,,,,303.51,,,
1954-04-01,1954-04,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"399,734,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.85,"$18,206.25",,,26.86,,,28.26,#N/A,,,,,,,319.33,,,
1954-05-01,1954-05,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"399,734,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.85,"$18,206.25",,,26.93,,,29.19,#N/A,,,,,,,327.49,,,
1954-06-01,1954-06,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"399,734,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.85,"$18,227.25",,,26.94,,,29.21,#N/A,,,,,,,333.53,,,
1954-07-01,1954-07,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"399,734,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.85,"$18,290.25",,,26.86,,,30.88,#N/A,,,,,,,347.92,,,
1954-08-01,1954-08,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"399,734,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.85,"$18,332.24",,,26.85,,,29.83,#N/A,,,,,,,335.8,,,
1954-09-01,1954-09,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"399,734,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.85,"$18,374.24",,,26.81,,,32.31,#N/A,,,,,,,360.46,,,
1954-10-01,1954-10,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"399,734,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.85,"$18,353.24",,,26.72,,,31.68,#N/A,,,,,,,352.14,,,
1954-11-01,1954-11,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"399,734,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.85,"$18,353.24",,,26.78,,,34.24,#N/A,,,,,,,386.77,,,
1954-12-01,1954-12,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"399,734,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.85,"$18,374.24",,,26.77,,,35.98,#N/A,,,,,,,404.39,,,
1955-01-01,1955-01,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"437,092,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.89,"$18,395.24",,,26.77,,,36.63,#N/A,,,,,,,408.83,,,
1955-02-01,1955-02,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"437,092,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.89,"$18,332.24",,,26.82,,,36.76,#N/A,,,,,,,411.87,,,
1955-03-01,1955-03,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"437,092,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.89,"$18,290.25",,,26.79,,,36.58,#N/A,,,,,,,409.7,,,
1955-04-01,1955-04,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"437,092,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.89,"$18,185.25",,,26.79,,,37.96,#N/A,,,,,,,425.65,,,
1955-05-01,1955-05,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"437,092,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.89,"$18,185.25",,,26.77,,,37.91,#N/A,,,,,,,424.86,,,
1955-06-01,1955-06,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"437,092,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.89,"$18,269.25",,,26.71,,,41.03,#N/A,,,,,,,451.38,,,
1955-07-01,1955-07,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"437,092,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.89,"$18,332.24",,,26.76,,,43.52,#N/A,,,,,,,465.85,,,
1955-08-01,1955-08,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"437,092,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.89,"$18,437.24",,,26.72,,,43.18,#N/A,,,,,,,468.18,,,
1955-09-01,1955-09,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"437,092,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.89,"$18,479.24",,,26.85,,,43.67,#N/A,,,,,,,466.62,,,
1955-10-01,1955-10,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"437,092,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.89,"$18,458.24",,,26.82,,,42.34,#N/A,,,,,,,454.87,,,
1955-11-01,1955-11,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"437,092,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.89,"$18,416.24",,,26.88,,,45.51,#N/A,,,,,,,483.26,,,
1955-12-01,1955-12,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"437,092,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.89,"$18,374.24",,,26.87,,,45.48,#N/A,,,,,,,488.4,,,
1956-01-01,1956-01,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"460,463,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.92,"$18,332.24",,,26.83,,,43.82,#N/A,,,,,,,470.74,,,
1956-02-01,1956-02,,,#N/A,,,0.75,#N/A,#N/A,,,,,,,"460,463,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.92,"$18,269.25",,,26.86,,,45.34,#N/A,,,,,,,483.65,,,
1956-03-01,1956-03,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"460,463,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.92,"$18,206.25",,,26.89,,,48.48,#N/A,,,,,,,511.79,,,
1956-04-01,1956-04,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"460,463,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.92,"$18,122.25",,,26.93,,,48.38,#N/A,,,,,,,516.12,,,
1956-05-01,1956-05,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"460,463,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.92,"$18,143.25",,,27.03,,,45.2,#N/A,,,,,,,478.05,,,
1956-06-01,1956-06,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"460,463,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.92,"$18,332.24",,,27.15,,,46.97,#N/A,,,,,,,492.78,,,
1956-07-01,1956-07,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"460,463,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.92,"$18,479.24",,,27.29,,,49.39,#N/A,,,,,,,517.81,,,
1956-08-01,1956-08,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"460,463,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.92,"$18,605.23",,,27.31,,,47.51,#N/A,,,,,,,502.04,,,
1956-09-01,1956-09,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"460,463,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.92,"$18,584.23",,,27.35,,,45.35,#N/A,,,,,,,475.25,,,
1956-10-01,1956-10,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"460,463,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.92,"$18,563.24",,,27.51,,,45.58,#N/A,,,,,,,479.85,,,
1956-11-01,1956-11,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"460,463,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.92,"$18,521.24",,,27.51,,,45.08,#N/A,,,,,,,472.78,,,
1956-12-01,1956-12,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"460,463,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35.31,0.92,"$18,542.24",,,27.63,,,46.67,#N/A,,,,,,,499.47,,,
1957-01-01,1957-01,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"474,864,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,2.82,35,0.92,"$18,605.23",,,27.67,,,44.72,#N/A,,,,,,,479.16,,,
1957-02-01,1957-02,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"474,864,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,3.07,35,0.92,"$18,773.23",,,27.8,,,43.26,#N/A,,,,,,,464.62,,,
1957-03-01,1957-03,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"474,864,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,3.07,35,0.92,"$18,773.23",,,27.86,,,44.11,#N/A,,,,,,,474.81,,,
1957-04-01,1957-04,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"474,864,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,3.07,35,0.92,"$18,899.22",,,27.93,,,45.74,#N/A,,,,,,,494.36,,,
1957-05-01,1957-05,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"474,864,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,3.07,35,0.92,"$18,962.22",,,28,,,47.43,#N/A,,,,,,,504.93,,,
1957-06-01,1957-06,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"474,864,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,3.07,35,0.92,"$18,899.22",,,28.11,,,47.37,#N/A,,,,,,,503.29,,,
1957-07-01,1957-07,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"474,864,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,3.07,35,0.92,"$18,899.22",,,28.19,,,47.91,#N/A,,,,,,,508.52,,,
1957-08-01,1957-08,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"474,864,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,3.07,35,0.92,"$18,899.22",,,28.28,,,45.22,#N/A,,,,,,,484.35,,,
1957-09-01,1957-09,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"474,864,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,3.07,35,0.92,"$18,962.22",,,28.32,,,42.42,#N/A,,,,,,,456.3,,,
1957-10-01,1957-10,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"474,864,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,3.07,35,0.92,"$19,067.21",,,28.32,,,41.06,#N/A,,,,,,,441.04,,,
1957-11-01,1957-11,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"474,864,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,3.07,35,0.92,"$19,067.21",,,28.41,,,41.72,#N/A,,,,,,,449.87,,,
1957-12-01,1957-12,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"474,864,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,3,35,0.92,"$19,046.22",,,28.47,,,39.99,#N/A,,,,,,,435.69,,,
1958-01-01,1958-01,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"499,555,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,3.07,35.31,0.89,"$19,067.21",,,28.64,,,41.7,#N/A,,,,,,,450.02,,,
1958-02-01,1958-02,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"499,555,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,3.07,35.31,0.89,"$19,067.21",,,28.7,,,40.84,#N/A,,,,,,,439.92,,,
1958-03-01,1958-03,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"499,555,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,3.07,35.31,0.89,"$19,235.21",,,28.87,,,42.1,#N/A,,,,,,,446.76,,,
1958-04-01,1958-04,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"499,555,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,3.07,35.31,0.89,"$19,277.21",,,28.94,,,43.44,#N/A,,,,,,,455.86,,,
1958-05-01,1958-05,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"499,555,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,3.07,35.31,0.89,"$19,319.20",,,28.94,,,44.09,#N/A,,,,,,,462.7,,,
1958-06-01,1958-06,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"499,555,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,3.07,35.31,0.89,"$19,214.21",,,28.91,,,45.24,#N/A,,,,,,,478.18,,,
1958-07-01,1958-07,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"499,555,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,3.07,35.31,0.89,"$19,214.21",,,28.89,,,47.19,#N/A,,,,,,,502.99,,,
1958-08-01,1958-08,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"499,555,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,3.07,35.31,0.89,"$19,193.21",,,28.94,,,47.75,#N/A,,,,,,,508.63,,,
1958-09-01,1958-09,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"499,555,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,3.07,35.31,0.89,"$19,130.21",,,28.91,,,50.06,#N/A,,,,,,,532.09,,,
1958-10-01,1958-10,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"499,555,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,3.07,35.31,0.89,"$19,109.21",,,28.91,,,51.33,#N/A,,,,,,,543.22,,,
1958-11-01,1958-11,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"499,555,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,3,35.31,0.89,"$19,151.21",,,28.95,,,52.48,#N/A,,,,,,,557.46,,,
1958-12-01,1958-12,,,#N/A,,,1.00,#N/A,#N/A,,,,,,,"499,555,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,3,35.31,0.89,"$19,172.21",,,28.97,,,55.21,#N/A,,,,,,,583.65,,,
1959-01-01,1959-01,,,#N/A,,,1.00,#N/A,"50,500,000,000",287,,,,175818000,,"528,600,000,000",,#N/A,,,,,,,,#N/A,#N/A,#N/A,3,35.31,0.92,"$19,130.21",,,29.01,,,55.45,#N/A,,,,,,,593.96,,,
